f,MagVin,MagV1,MagV2,MagVout,PhVin,PhV1,PhV2,PhVout,
1.62181009735893,0,-72.98795032599936,-145.97590065199884,-218.9638498866602,0,89.97431052980575,179.94862105896595,269.93577632065427,
1.6405897731995394,0,-72.88795035650399,-145.77590071300813,-218.66384995275354,0,89.97401305992094,179.94802611917362,269.9350326458661,
1.6595869074375607,0,-72.78795038771916,-145.57590077543844,-218.36385002038642,0,89.97371214550007,179.94742429030842,269.9342803597345,
1.6788040181225603,0,-72.68795041966143,-145.375900839323,-218.06385008959467,0,89.97340774665747,179.94681549259892,269.93351936254504,
1.6982436524617444,0,-72.58795045234771,-145.1759009046956,-217.76385016041496,0,89.97309982304554,179.94619964534994,269.9327495534287,
1.7179083871575882,0,-72.48795048579537,-144.9759009715909,-217.4638502328849,0,89.97278833384955,179.94557666693188,269.9319708303485,
1.7378008287493754,0,-72.38795052002212,-144.77590104004443,-217.16385030704285,0,89.97247323778211,179.94494647477,269.9311830900859,
1.7579236139586927,0,-72.28795055504611,-144.57590111009242,-216.8638503829282,0,89.97215449307777,179.9443089853334,269.930386228227,
1.7782794100389228,0,-72.1879505908859,-144.375901181772,-216.56385046058116,0,89.97183205748745,179.9436641141239,269.92958013914915,
1.7988709151287878,0,-72.08795062756055,-144.17590125512126,-216.2638505400428,0,89.97150588827287,179.94301177566484,269.9287647160064,
1.8197008586099834,0,-71.98795066508941,-143.97590133017906,-215.96385062135542,0,89.9711759422009,179.94235188348992,269.92793985071586,
1.840772001468956,0,-71.88795070349245,-143.77590140698513,-215.663850704562,0,89.97084217553771,179.9416843501315,269.92710543394276,
1.8620871366628675,0,-71.78795074279002,-143.5759014855803,-215.36385078970676,0,89.97050454404315,179.94100908710922,269.9262613550866,
1.8836490894898006,0,-71.68795078300293,-143.37590156600612,-215.06385087683475,0,89.97016300296477,179.94032600491812,269.925407502266,
1.9054607179632472,0,-71.58795082415254,-143.1759016483053,-214.76385096599225,0,89.96981750703189,179.9396350130168,269.9245437623042,
1.927524913190936,0,-71.48795086626065,-142.97590173252155,-214.46385105722644,0,89.96946801044967,179.9389360198156,269.9236700207139,
1.9498445997580454,0,-71.38795090934957,-142.7759018186994,-214.1638511505858,0,89.96911446689298,179.9382289326641,269.92278616168215,
1.9724227361148539,0,-71.28795095344215,-142.57590190688455,-213.86385124611976,0,89.96875682950024,179.93751365783922,269.9218920680548,
1.9952623149688795,0,-71.18795099856177,-142.37590199712386,-213.56385134387898,0,89.9683950508673,179.93679010053253,269.9209876213213,
2.018366363681561,0,-71.08795104473238,-142.17590208946507,-213.26385144391529,0,89.9680290830411,179.93605816483787,269.92007270159866,
2.041737944669529,0,-70.98795109197843,-141.9759021839572,-212.9638515462818,0,89.96765887751327,179.9353177537385,269.9191471876159,
2.0653801558105296,0,-70.88795114032499,-141.7759022806503,-212.66385165103267,0,89.9672843852138,179.9345687690943,269.9182109566978,
2.0892961308540396,0,-70.78795118979768,-141.5759023795957,-212.36385175822355,0,89.96690555650446,179.93381111162876,269.91726388474854,
2.113489039836647,0,-70.68795124042273,-141.37590248084587,-212.06385186791115,0,89.96652234117222,179.9330446809158,269.91630584623533,
2.137962089502232,0,-70.587951292227,-141.17590258445435,-211.76385198015376,0,89.96613468842268,179.93226937536647,269.9153367141718,
2.1627185237270203,0,-70.48795134523793,-140.97590269047626,-211.4638520950108,0,89.96574254687322,179.9314850922156,269.9143563601014,
2.1877616239495525,0,-70.38795139948365,-140.77590279896773,-211.16385221254328,0,89.96534586454628,179.93069172750793,269.9133646540798,
2.2130947096056377,0,-70.28795145499292,-140.5759029099863,-210.86385233281337,0,89.96494458886244,179.92988917608454,269.91236146465826,
2.2387211385683394,0,-70.18795151179516,-140.3759030235908,-210.5638524558849,0,89.96453866663339,179.92907733156883,269.91134665886585,
2.2646443075930596,0,-70.0879515699205,-140.1759031398415,-210.26385258182316,0,89.96412804405503,179.92825608635243,269.9103201021919,
2.290867652767773,0,-69.98795162939973,-139.9759032588,-209.96385271069485,0,89.96371266670022,179.92742533158102,269.9092816585682,
2.3173946499684788,0,-69.88795169026443,-139.7759033805294,-209.66385284256842,0,89.96329247951151,179.92658495713968,269.90823119035105,
2.344228815319922,0,-69.78795175254685,-139.5759035050943,-209.3638529775137,0,89.96286742679406,179.9257348516386,269.90716855830294,
2.371373705661655,0,-69.68795181627999,-139.37590363256058,-209.06385311560223,0,89.96243745220802,179.924874902398,269.9060936215739,
2.3988329190194904,0,-69.58795188149769,-139.17590376299597,-208.76385325690728,0,89.96200249876122,179.9240049954335,269.90500623768327,
2.4266100950824154,0,-69.48795194823448,-138.9759038964696,-208.46385340150366,0,89.96156250880158,179.92312501544077,269.90390626250036,
2.45470891568503,0,-69.38795201652577,-138.77590403305226,-208.1638535494682,0,89.96111742400937,179.92223484578042,269.90279355022574,
2.48313310529557,0,-69.28795208640777,-138.57590417281628,-207.86385370087928,0,89.96066718538968,179.92133436846234,269.9016679533715,
2.51188643150958,0,-69.18795215791755,-138.37590431583584,-207.56385385581714,0,89.9602117332644,179.92042346413035,269.9005293227421,
2.540972705549305,0,-69.08795223109297,-138.17590446218674,-207.26385401436397,0,89.95975100726442,179.91950201204608,269.89937750741444,
2.570395782768864,0,-68.9879523059729,-137.9759046119466,-206.96385417660383,0,89.95928494632157,179.91856989007317,269.8982123547177,
2.600159563165272,0,-68.88795238259698,-137.7759047651948,-206.66385434262276,0,89.95881348866065,179.917626974661,269.8970337102134,
2.6302679918953817,0,-68.78795246100587,-137.57590492201265,-206.3638545125087,0,89.95833657179108,179.91667314082838,269.8958414176746,
2.6607250597988097,0,-68.68795254124112,-137.3759050824832,-206.06385468635185,0,89.95785413249868,179.9157082621468,269.8946353190655,
2.6915348039269156,0,-68.5879526233453,-137.1759052466916,-205.76385486424428,0,89.95736610683736,179.91473221072397,269.89341525452045,
2.7227013080779123,0,-68.48795270736193,-136.9759054147249,-205.46385504628034,0,89.95687243012053,179.91374485718663,269.89218106232244,
2.7542287033381663,0,-68.38795279333554,-136.7759055866722,-205.1638552325566,0,89.95637303691262,179.9127460706635,269.89093257888203,
2.78612116862977,0,-68.28795288131174,-136.57590576262464,-204.8638554231718,0,89.95586786102038,179.9117357187679,269.88966963871553,
2.8183829312644537,0,-68.18795297133717,-136.37590594267556,-204.563855618227,0,89.95535683548404,179.9107136675802,269.8883920744232,
2.851018267503909,0,-68.08795306345955,-136.17590612692038,-204.26385581782552,0,89.95483989256857,179.9096797816302,269.8870997166667,
2.884031503126606,0,-67.98795315772774,-135.9759063154568,-203.96385602207337,0,89.95431696375456,179.90863392387894,269.885792394147,
2.917427014001167,0,-67.8879532541917,-135.7759065083848,-203.6638562310787,0,89.95378797972924,179.90757595570074,269.88446993358167,
2.9512092266663856,0,-67.7879533529026,-135.57590670580666,-203.36385644495246,0,89.95325287037726,179.90650573686472,269.8831321596816,
2.9853826189179595,0,-67.68795345391277,-135.37590690782707,-203.0638566638079,0,89.95271156477139,179.90542312551625,269.88177889512815,
3.019951720402016,0,-67.58795355727577,-135.1759071145531,-202.76385688776116,0,89.9521639911631,179.90432797815822,269.8804099605494,
3.054921113215513,0,-67.48795366304638,-134.97590732609441,-202.46385711693094,0,89.95161007697314,179.9032201496318,269.87902517449646,
3.0902954325135905,0,-67.3879537712807,-134.77590754256315,-202.16385735143874,0,89.9510497487818,179.9020994930975,269.8776243534194,
3.126079367123955,0,-67.28795388203613,-134.5759077640741,-201.86385759140896,0,89.95048293231923,179.90096586001545,269.87620731164293,
3.1622776601683795,0,-67.18795399537139,-134.37590799074465,-201.56385783696877,0,89.9499095524557,179.89981910012588,269.87477386134174,
3.198895109691398,0,-67.08795411134655,-134.17590822269506,-201.2638580882484,0,89.94932953319142,179.89865906142913,269.8733238125159,
3.2359365692962827,0,-66.98795423002309,-133.97590846004826,-200.9638583453811,0,89.94874279764666,179.89748559016553,269.871856972965,
3.2734069487883817,0,-66.88795435146397,-133.77590870293014,-200.66385860850315,0,89.94814926805151,179.89629853079506,269.8703731482637,
3.3113112148259107,0,-66.78795447573359,-133.57590895146944,-200.3638588777541,0,89.94754886573553,179.89509772597654,269.86887214173487,
3.3496543915782766,0,-66.68795460289778,-133.37590920579797,-200.06385915327667,0,89.94694151111736,179.8938830165471,269.86735375442424,
3.3884415613920256,0,-66.587954733024,-133.1759094660505,-199.763859435217,0,89.94632712369418,179.89265424150088,269.8658177850739,
3.4276778654645037,0,-66.48795486618125,-132.97590973236515,-199.46385972372454,0,89.945705622031,179.89141123796762,269.86426403009534,
3.467368504525316,0,-66.38795500244012,-132.77591000488303,-199.16386001895228,0,89.94507692374991,179.8901538411913,269.86269228354286,
3.50751873952568,0,-66.28795514187289,-132.5759102837486,-198.86386032105676,0,89.94444094551915,179.8888818845081,269.86110233708604,
3.5481338923357546,0,-66.1879552845534,-132.37591056910983,-198.5638606301981,0,89.94379760304207,179.88759519932447,269.8594939799822,
3.589219346450052,0,-66.0879554305574,-132.17591086111796,-198.26386094654026,0,89.94314681104596,179.88629361509467,269.8578669990484,
3.6307805477010135,0,-65.98795557996225,-131.9759111599278,-197.96386127025102,0,89.9424884832707,179.88497695929823,269.8562211786332,
3.6728230049808466,0,-65.88795573284716,-131.7759114656978,-197.66386160150185,0,89.9418225324574,179.88364505741708,269.85455630058834,
3.7153522909717256,0,-65.78795588929322,-131.57591177859004,-197.36386194046855,0,89.94114887033678,179.8822977329124,269.8528721442393,
3.7583740428844417,0,-65.68795604938336,-131.3759120987705,-197.0638622873308,0,89.94046740761755,179.8809348072012,269.85116848635664,
3.801893963205612,0,-65.58795621320247,-131.17591242640893,-196.76386264227244,0,89.93977805397449,179.87955609963274,269.849445101126,
3.845917820453536,0,-65.4879563808374,-130.97591276167896,-196.46386300548176,0,89.93908071803652,179.87816142746453,269.8477017601183,
3.8904514499428062,0,-65.38795655237705,-130.77591310475844,-196.16386337715124,0,89.93837530737456,179.87675060583808,269.84593823225947,
3.9355007545577747,0,-65.28795672791234,-130.57591345582924,-195.86386375747801,0,89.93766172848933,179.8753234477545,269.8441542837999,
3.9810717055349727,0,-65.18795690753637,-130.37591381507752,-195.56386414666375,0,89.93693988679897,179.87387976404963,269.8423496782834,
4.027170343254591,0,-65.08795709134435,-130.17591418269373,-195.2638645449147,0,89.93620968662641,179.87241936336898,269.84052417651577,
4.073802778041127,0,-64.98795727943377,-129.97591455887277,-194.9638649524421,0,89.93547103118678,179.87094205214237,269.8386775365332,
4.120975190973302,0,-64.88795747190434,-129.77591494381417,-194.663865369462,0,89.93472382257458,179.8694476345584,269.8368095135703,
4.168693834703354,0,-64.7879576688581,-129.57591533772194,-194.36386579619554,0,89.93396796175062,179.86793591253831,269.8349198600275,
4.216965034285822,0,-64.68795787039947,-129.37591574080497,-194.06386623286897,0,89.93320334852905,179.8664066857099,269.8330083254382,
4.265795188015926,0,-64.58795807663536,-129.175916153277,-193.76386667971374,0,89.93242988156389,179.86485975138078,269.8310746564357,
4.3151907682776525,0,-64.48795828767506,-128.9759165753567,-193.46386713696685,0,89.93164745833577,179.86329490451175,269.8291185967197,
4.365158322401659,0,-64.38795850363047,-128.77591700726788,-193.16386760487072,0,89.93085597513827,179.86171193768942,269.82713988702216,
4.4157044735331255,0,-64.28795872461613,-128.57591744923948,-192.86386808367345,0,89.93005532706415,179.86011064109886,269.82513826507295,
4.466835921509631,0,-64.18795895074918,-128.37591790150594,-192.56386857362884,0,89.92924540799153,179.8584908024957,269.8231134655652,
4.518559443749224,0,-64.08795918214952,-128.17591836430697,-192.26386907499676,0,89.9284261105697,179.8568522071781,269.8210652201201,
4.570881896148751,0,-63.98795941893983,-127.97591883788796,-191.96386958804297,0,89.92759732620509,179.85519463795825,269.8189932572513,
4.623810213992603,0,-63.88795966124568,-127.77591932250006,-191.66387011303956,0,89.92675894504666,179.85351787513352,269.81689730232887,
4.677351412871982,0,-63.78795990919552,-127.57591981840015,-191.36387065026486,0,89.9259108559715,179.85182169645745,269.8147770775432,
4.7315125896148045,0,-63.68796016292085,-127.37592032585123,-191.06387120000363,0,89.92505294657,179.8501058771103,269.8126323018678,
4.786300923226383,0,-63.58796042255616,-127.17592084512229,-190.76387176254747,0,89.92418510313111,179.84837018966917,269.8104626910223,
4.841723675840994,0,-63.487960688239106,-126.97592137648869,-190.46387233819453,0,89.92330721062706,179.84661440407797,269.8082679574346,
4.897788193684462,0,-63.38796096011059,-126.77592192023214,-190.1638729272501,0,89.92241915269828,179.84483828761682,269.80604781020315,
4.954501908047902,0,-63.287961238314736,-126.57592247664093,-189.8638735300265,0,89.92152081163793,179.84304160487133,269.80380195505785,
5.011872336272723,0,-63.18796152299904,-126.3759230460101,-189.56387414684332,0,89.92061206837629,179.84122411770124,269.80153009432144,
5.069907082747044,0,-63.087961814314475,-126.17592362864151,-189.26387477802754,0,89.919692802465,179.8393855852092,269.79923192686994,
5.1286138399136485,0,-62.98796211241547,-125.97592422484409,-188.9638754239139,0,89.91876289206108,179.83752576370833,269.79690714809266,
5.188000389289611,0,-62.88796241746009,-125.77592483493397,-188.6638760848448,0,89.91782221391082,179.83564440669042,269.7945554498521,
5.248074602497726,0,-62.787962729610065,-125.57592545923455,-188.36387676117067,0,89.91687064333344,179.83374126479305,269.7921765204428,
5.3088444423098835,0,-62.6879630490309,-125.37592609807693,-188.06387745325017,0,89.9159080542045,179.8318160857665,269.7897700445502,
5.370317963702528,0,-62.58796337589195,-125.17592675179974,-187.76387816145015,0,89.91493431893933,179.82986861444044,269.7873357032089,
5.4325033149243325,0,-62.48796371036654,-124.97592742074964,-187.46387888614612,0,89.91394930847598,179.82789859269008,269.7848731737603,
5.495408738576246,0,-62.387964052631986,-124.77592810528131,-187.1638796277224,0,89.9129528922582,179.82590575940193,269.7823821298097,
5.559042572704036,0,-62.28796440286976,-124.5759288057577,-186.86388038657208,0,89.91194493821813,179.82388985043923,269.7798622411836,
5.623413251903491,0,-62.18796476126557,-124.37592952255015,-186.56388116309756,0,89.9109253127588,179.821850598607,269.77731317388515,
5.688529308438414,0,-62.08796512800941,-124.17593025603877,-186.26388195771054,0,89.90989388073643,179.81978773361655,269.7747345900506,
5.7543993733715695,0,-61.98796550329576,-123.97593100661241,-185.96388277083233,0,89.90885050544249,179.81770098204973,269.7721261479042,
5.821032177708714,0,-61.887965887323595,-123.77593177466905,-185.66388360289403,0,89.90779504858563,179.81559006732272,269.7694875017129,
5.88843655355589,0,-61.78796628029652,-123.57593256061591,-185.36388445433687,0,89.90672737027339,179.81345470964928,269.7668183017405,
5.956621435290105,0,-61.68796668242288,-123.37593336486974,-185.0638853256122,0,89.90564732899352,179.8112946260038,269.76411819420167,
6.025595860743578,0,-61.5879670939159,-123.17593418785688,-184.76388621718203,0,89.90455478159545,179.80910953008365,269.7613868212146,
6.095368972401691,0,-61.48796751499374,-122.97593503001374,-184.46388712951907,0,89.90344958327111,179.80689913227158,269.7586238207539,
6.165950018614821,0,-61.38796794587966,-122.77593589178682,-184.16388806310704,0,89.90233158753593,179.80466313959687,269.7558288266024,
6.237348354824192,0,-61.28796838680212,-122.57593677363302,-183.8638890184409,0,89.90120064620926,179.80240125569688,269.7530014683029,
6.3095734448019325,0,-61.18796883799489,-122.37593767601994,-183.5638899960272,0,89.9000566093949,179.80011318077766,269.75014137110884,
6.382634861905487,0,-61.08796929969719,-122.17593859942596,-183.26389099638422,0,89.8988993254611,179.79779861157428,269.7472481559348,
6.4565422903465555,0,-60.98796977215384,-121.97593954434073,-182.96389202004244,0,89.89772864102059,179.79545724131052,269.74432143930613,
6.531305526474724,0,-60.88797025561529,-121.77594051126519,-182.6638930675445,0,89.89654440091019,179.79308875965836,269.74136083330836,
6.60693448007596,0,-60.787970750337905,-121.57594150071208,-182.36389413944588,0,89.89534644817029,179.79069285269688,269.7383659455355,
6.683439175686146,0,-60.68797125658398,-121.37594251320593,-182.06389523631483,0,89.89413462402399,179.7882692028706,269.7353363790384,
6.760829753919817,0,-60.587971774621934,-121.1759435492836,-181.76389635873298,0,89.89290876785618,179.7858174889474,269.7322717322719,
6.839116472814293,0,-60.487972304726384,-120.97594460949439,-181.46389750729534,0,89.89166871719219,179.78333738597598,269.7291715990417,
6.918309709189365,0,-60.38797284717845,-120.77594569440048,-181.16389868261098,0,89.89041430767624,179.78082856524293,269.7260355684506,
6.998419960022735,0,-60.28797340226571,-120.57594680457704,-180.86389988530297,0,89.88914537304974,179.77829069422904,269.72286322484393,
7.0794578438413795,0,-60.18797397028246,-120.37594794061272,-180.56390111600908,0,89.88786174512926,179.77572343656524,269.7196541477547,
7.16143410212902,0,-60.08797455152987,-120.1759491031098,-180.26390237538172,0,89.88656325378415,179.77312645198816,269.7164079118477,
7.244359600749901,0,-59.987975146316124,-119.97595029268464,-179.96390366408866,0,89.88524972691415,179.770499396295,269.7131240868631,
7.3282453313890406,0,-59.88797575495656,-119.775951509968,-179.6639049828132,0,89.88392099042652,179.76784192129793,269.70980223755987,
7.413102413009175,0,-59.78797637777388,-119.57595275560523,-179.36390633225443,0,89.88257686821296,179.7651536747779,269.7064419236576,
7.498942093324558,0,-59.687977015098305,-119.37595403025676,-179.06390771312795,0,89.8812171821263,179.76243430043823,269.7030426997784,
7.5857757502918375,0,-59.58797766726773,-119.17595533459846,-178.76390912616577,0,89.87984175195697,179.75968343785703,269.69960411538784,
7.67361489361819,0,-59.48797833462793,-118.97595666932186,-178.46391057211721,0,89.87845039540905,179.75690072243984,269.69612571473556,
7.762471166286917,0,-59.38797901753275,-118.77595803513461,-178.16391205174878,0,89.87704292807611,179.75408578537107,269.69260703679447,
7.852356346100718,0,-59.28797971634425,-118.57595943276083,-177.86391356584508,0,89.87561916341691,179.7512382535653,269.68904761519985,
7.943282347242815,0,-59.187980431432926,-118.3759608629416,-177.5639151152088,0,89.87417891273054,179.74835774961778,269.68544697818766,
8.035261221856173,0,-59.08798116317793,-118.17596232643518,-177.26391670066147,0,89.87272198513156,179.7454438917546,269.68180464853197,
8.128305161640993,0,-58.98798191196722,-117.97596382401748,-176.96391832304366,0,89.87124818752463,179.7424962937818,269.67812014348164,
8.22242649947071,0,-58.88798267819778,-117.77596535648253,-176.66391998321552,0,89.86975732457897,179.73951456503465,269.67439297469673,
8.31763771102671,0,-58.78798346227587,-117.57596692464281,-176.36392168205728,0,89.86824919870251,179.73649831032552,269.67062264818327,
8.413951416451951,0,-58.68798426461721,-117.37596852932978,-176.06392342046973,0,89.8667236100157,179.7334471298918,269.66680866422837,
8.511380382023765,0,-58.58798508564718,-117.1759701713942,-175.7639251993745,0,89.86518035632504,179.73036061934286,269.6629505173337,
8.609937521846007,0,-58.48798592580108,-116.9759718517067,-175.46392701971473,0,89.86361923309633,179.72723836960648,269.65904769614855,
8.709635899560807,0,-58.38798678552435,-116.77597357115819,-175.1639288824556,0,89.86204003342755,179.72407996687477,269.6550996834023,
8.810488730080142,0,-58.2879876652728,-116.57597533066024,-174.86393078858472,0,89.8604425480215,179.72088499254923,269.6511059558357,
8.912509381337456,0,-58.187988565512875,-116.37597713114579,-174.56393273911266,0,89.85882656515805,179.71765302318542,269.6470659841317,
9.015711376059569,0,-58.087989486721845,-116.17597897356943,-174.26393473507363,0,89.85719187066614,179.7143836304369,269.6429792328453,
9.120108393559098,0,-57.987990429388155,-115.97598085890795,-173.96393677752584,0,89.85553824789541,179.71107638099843,269.6388451603326,
9.225714271547632,0,-57.88799139401157,-115.77598278816096,-173.66393886755216,0,89.85386547768749,179.70773083654868,269.63466321867907,
9.33254300796991,0,-57.78799238110351,-115.57598476235134,-173.3639410062608,0,89.85217333834704,179.70434655369206,269.6304328536271,
9.440608762859235,0,-57.68799339118731,-115.37598678252577,-173.0639431947855,0,89.85046160561232,179.7009230839002,269.62615350450255,
9.54992586021436,0,-57.587994424798545,-115.17598884975536,-172.7639454342868,0,89.84873005262558,179.6974599734524,269.6218246041403,
9.660508789898135,0,-57.487995482485154,-114.97599096513603,-172.4639477259519,0,89.846978449903,179.69395676337567,269.61744557880934,
9.772372209558107,0,-57.38799656480795,-114.77599312978943,-172.1639500709959,0,89.84520656530425,179.6904129893839,269.613015848137,
9.88553094656939,0,-57.28799767234073,-114.57599534486316,-171.86395247066207,0,89.84341416400187,179.68682818181634,269.60853482503154,
10,0,-57.187998805670695,-114.37599761153164,-171.5639549262227,0,89.84160100845008,179.68320186557557,269.60400191560495,
10.115794542598985,0,-57.087999965398716,-114.17599993099665,-171.26395743897967,0,89.8397668583534,179.67953356006453,269.59941651909395,
10.232929922807541,0,-56.988001152139645,-113.97600230448789,-170.96396001026525,0,89.83791147063482,179.6758227791228,269.59477802778065,
10.351421666793438,0,-56.88800236652266,-113.77600473326378,-170.66396264144268,0,89.83603459940362,179.67206903096238,269.590085826912,
10.471285480508996,0,-56.78800360919162,-113.57600721861199,-170.36396533390695,0,89.83413599592284,179.6682718181026,269.5853392946184,
10.592537251772889,0,-56.68800488080534,-113.37600976185018,-170.06396808908556,0,89.83221540857633,179.66443063730412,269.5805378018314,
10.715193052376064,0,-56.58800618203799,-113.1760123643268,-169.76397090843932,0,89.83027258283552,179.66054497950242,269.57568071220027,
10.839269140212036,0,-56.488007513579454,-112.97601502742155,-169.46397379346294,0,89.8283072612256,179.65661432974048,269.570767382008,
10.96478196143185,0,-56.38800887613571,-112.77601775254642,-169.16397674568597,0,89.82631918329162,179.6526381671005,269.5657971600859,
11.09174815262401,0,-56.28801027042908,-112.57602054114614,-168.8639797666737,0,89.82430808556384,179.64861596463496,269.5607693877273,
11.220184543019634,0,-56.18801169719884,-112.37602339469923,-168.56398285802774,0,89.82227370152302,179.64454718929701,269.5556833986007,
11.35010815672315,0,-56.088013157201374,-112.17602631471851,-168.26398602138713,0,89.82021576156505,179.64043130186977,269.5505385186612,
11.481536214968827,0,-55.98801465121077,-111.97602930275217,-167.963989258429,0,89.81813399296534,179.63626775689508,269.5453340660614,
11.614486138403427,0,-55.88801618001907,-111.77603236038435,-167.66399257086942,0,89.81602811984266,179.6320560026013,269.5400693510612,
11.748975549395295,0,-55.7880177444368,-111.57603548923616,-167.3639959604648,0,89.81389786312273,179.62779548083014,269.5347436759365,
11.885022274370185,0,-55.688019345293384,-111.37603869096638,-167.06399942901203,0,89.81174294050123,179.62348562696315,269.5293563348867,
